CHEMBL1085160,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc(CO)c5)CC1,1.8
CHEMBL3648974,Cc1nc(N)nc2N(C3CCC3)C(=O)C(=Cc12)c4cnc5[nH]ccc5c4,2
CHEMBL3649011,COc1ncc(cn1)C2=Cc3c(C)nc(N)nc3N(C4CCCC4)C2=O,2
CHEMBL3660105,CC(=O)N1CCN(CC1)c2ncnc(C)c2C#Cc3cnc(C)c(NS(=O)(=O)c4ccccc4)c3,2
CHEMBL3655892,CC(C)S(=O)(=O)Nc1cc(cnc1C)C#Cc2c(C)ncnc2N3CCOCC3,2
CHEMBL3660108,Cc1ncc(cc1NS(=O)(=O)N2CCCC2)C#Cc3c(C)ncnc3N4CCOCC4,2
CHEMBL3655903,Cc1ncc(cc1NS(=O)(=O)c2occc2)C#Cc3c(C)ncnc3N4CCOCC4,2
CHEMBL3660119,CCc1ncnc(N2CCOCC2)c1C#Cc3cnc(OC)c(NS(=O)(=O)CC)c3,2
CHEMBL3660113,C[C@@H]1COCCN1c2ncnc(C)c2C#Cc3cnc(C)c(NS(=O)(=O)c4ccccc4)c3,2
CHEMBL3660121,CCc1ncnc(N2CCOCC2)c1C#Cc3cnc(OC)c(NS(=O)(=O)CCOC)c3,2
CHEMBL3660098,Cc1onc(C)c1S(=O)(=O)Nc2cc(cnc2C)C#Cc3c(C)ncnc3N4CCOCC4,2
CHEMBL3655888,CCc1nc(N)nc(N2CCC(CC2)OC)c1C#Cc3cnc(C)c(NS(=O)(=O)C)c3,2
CHEMBL3660117,COC1CCN(CC1)c2ncnc(C)c2C#Cc3cnc(C)c(NS(=O)(=O)c4ccccc4)c3,2
CHEMBL3660104,CN1CCN(CC1=O)c2ncnc(C)c2C#Cc3cnc(C)c(NS(=O)(=O)c4ccccc4)c3,2
CHEMBL3655898,CCc1ncnc(N2CCCCC2)c1C#Cc3cnc(C)c(NS(=O)(=O)C)c3,2
CHEMBL3660116,Cc1ncc(cc1NS(=O)(=O)c2ccccc2)C#Cc3c(C)ncnc3N4CCCOCC4,2
CHEMBL2381270,CC(C)n1ncnc1c2nc3c(CCOc4cc(ccc34)c5ncc[nH]5)s2,2
CHEMBL2381268,CC(C)n1ncnc1c2nc3c(CCOc4cc(ccc34)C5CCNCC5)s2,2
CHEMBL1091130,O=CCn1ccc2c(nc(nc12)c3ccc(NC(=O)Nc4ccncc4)cc3)N5CCOCC5,2
CHEMBL1808978,COc1nc(nc(n1)c2ccc(NC(=O)Nc3ccc(cc3)C(=O)NCCN4CCCCC4)cc2)N5CCOCC5,2
CHEMBL573339,Oc1cccc(c1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2,2
CHEMBL541643,Cl.Oc1cccc(c1)c2nc(N3CCOCC3)c4sccc4n2,2
CHEMBL510164,Oc1cccc(c1)c2nc(N3CCOCC3)c4sccc4n2,2
CHEMBL589258,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCN(C)CC5)cc3)N6CCOCC6,2
CHEMBL1083192,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cnc(N)nc5)CC1,2
CHEMBL3763244,COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2F)c3ccc4nccc(C#CCN5CCN(CC5)S(=O)(=O)C)c4c3,2
CHEMBL599667,O=C(Nc1ccc(cc1)c2nc(nc(n2)N3CCOCC3)N4CCOCC4)Nc5cccs5,2
CHEMBL1090115,COc1ccc2[nH]c(c(\C=C\3/Oc4cc(O)cc(O)c4C3=O)c2c1)c5ccccc5,2
CHEMBL2418953,CC(=O)Nc1cn2nc(ccc2n1)c3cnc(N)c(c3)C(F)(F)F,2
CHEMBL3753366,CC(C)Oc1nc(cnc1N)c2ccc3nc(NC(=O)C)cn3c2,2
